parking_lot_number,Timestamp,Occupancy,VehicleType_weighted,traffic_condition_weighted,QueueLength,IsSpecialDay,Capacity,Latitude,Longitude
3,2016-12-13 14:29:00,291,1.0,1,4,0,485,26.14004753,91.73097233
1,2016-12-13 14:29:00,829,1.5,1,4,0,1200,26.14001386,91.73099967
0,2016-12-13 14:56:00,159,0.7,1,3,0,577,26.14453614,91.73617216
8,2016-12-13 14:56:00,1357,1.0,1,5,0,2009,26.14747299,91.72804914
2,2016-12-13 14:56:00,587,1.0,1,4,0,687,20.0000347,78.00000286
4,2016-12-13 14:56:00,1451,1.0,1,5,0,1920,26.15050395,91.73353109
6,2016-12-13 14:56:00,624,1.5,1,5,0,690,26.13795775,91.74099445
9,2016-12-13 14:56:00,552,1.5,2,6,0,2803,26.14754061,91.72797041
11,2016-12-13 14:56:00,3285,1.0,1,5,0,3883,26.14749943,91.72800489
12,2016-12-13 14:56:00,1265,1.0,1,5,0,2937,26.14749053,91.72799688
5,2016-12-13 14:56:00,421,1.0,1,4,0,470,26.14901995,91.7395035
10,2016-12-13 14:56:00,358,1.0,1,4,0,387,26.14449459,91.73620513
13,2016-12-13 14:56:00,1064,0.5,1,5,0,3103,26.14749998,91.72797778
3,2016-12-13 14:56:00,283,1.0,2,6,0,485,26.14004753,91.73097233
1,2016-12-13 14:56:00,807,0.5,2,6,0,1200,26.14001386,91.73099967
7,2016-12-13 14:56:00,770,1.0,1,4,0,1322,26.14754886,91.72799519
2,2016-12-13 15:28:00,565,1.0,0,2,0,687,20.0000347,78.00000286
9,2016-12-13 15:28:00,521,1.0,0,3,0,2803,26.14754061,91.72797041
0,2016-12-13 15:28:00,129,1.5,0,2,0,577,26.14453614,91.73617216
5,2016-12-13 15:28:00,408,0.7,0,2,0,470,26.14901995,91.7395035
7,2016-12-13 15:28:00,727,0.7,0,3,0,1322,26.14754886,91.72799519
3,2016-12-13 15:28:00,270,1.0,0,2,0,485,26.14004753,91.73097233
13,2016-12-13 15:28:00,1009,0.7,0,2,0,3103,26.14749998,91.72797778
8,2016-12-13 15:28:00,1292,0.5,0,2,0,2009,26.14747299,91.72804914
12,2016-12-13 15:28:00,1218,0.7,0,3,0,2937,26.14749053,91.72799688
4,2016-12-13 15:28:00,1381,0.5,0,3,0,1920,26.15050395,91.73353109
11,2016-12-13 15:28:00,3129,1.0,0,4,0,3883,26.14749943,91.72800489
1,2016-12-13 15:28:00,762,1.5,0,3,0,1200,26.14001386,91.73099967
6,2016-12-13 15:28:00,601,1.0,0,3,0,690,26.13795775,91.74099445
10,2016-12-13 15:28:00,347,0.7,0,2,0,387,26.14449459,91.73620513
7,2016-12-13 16:02:00,692,1.0,0,2,0,1322,26.14754886,91.72799519
13,2016-12-13 16:02:00,925,0.7,0,2,0,3103,26.14749998,91.72797778
5,2016-12-13 16:02:00,385,1.0,1,3,0,470,26.14901995,91.7395035
12,2016-12-13 16:02:00,1166,0.7,0,2,0,2937,26.14749053,91.72799688
11,2016-12-13 16:02:00,2893,1.5,0,2,0,3883,26.14749943,91.72800489
9,2016-12-13 16:02:00,485,0.7,0,2,0,2803,26.14754061,91.72797041
10,2016-12-13 16:02:00,329,0.5,1,3,0,387,26.14449459,91.73620513
1,2016-12-13 16:02:00,701,0.7,0,2,0,1200,26.14001386,91.73099967
4,2016-12-13 16:02:00,1258,1.0,0,3,0,1920,26.15050395,91.73353109
2,2016-12-13 16:02:00,505,1.0,1,2,0,687,20.0000347,78.00000286
0,2016-12-13 16:02:00,103,1.0,0,2,0,577,26.14453614,91.73617216
3,2016-12-13 16:02:00,264,1.0,0,2,0,485,26.14004753,91.73097233
8,2016-12-13 16:02:00,1197,1.0,0,2,0,2009,26.14747299,91.72804914
6,2016-12-13 16:02:00,573,1.0,0,3,0,690,26.13795775,91.74099445
2,2016-12-13 16:29:00,466,0.7,0,2,0,687,20.0000347,78.00000286
0,2016-12-13 16:29:00,88,1.0,0,1,0,577,26.14453614,91.73617216
13,2016-12-13 16:29:00,857,1.0,0,2,0,3103,26.14749998,91.72797778
5,2016-12-13 16:29:00,356,1.0,0,2,0,470,26.14901995,91.7395035
10,2016-12-13 16:29:00,319,0.7,0,2,0,387,26.14449459,91.73620513
1,2016-12-13 16:29:00,639,1.0,0,2,0,1200,26.14001386,91.73099967
3,2016-12-13 16:29:00,255,1.0,0,2,0,485,26.14004753,91.73097233
6,2016-12-13 16:29:00,530,1.5,0,2,0,690,26.13795775,91.74099445
12,2016-12-13 16:29:00,1104,1.0,0,1,0,2937,26.14749053,91.72799688
7,2016-12-13 16:29:00,658,0.7,0,3,0,1322,26.14754886,91.72799519
4,2016-12-13 16:29:00,1147,0.7,0,2,0,1920,26.15050395,91.73353109
8,2016-12-13 16:29:00,1124,1.0,0,3,0,2009,26.14747299,91.72804914
9,2016-12-13 16:29:00,455,1.0,0,2,0,2803,26.14754061,91.72797041
11,2016-12-13 16:29:00,2652,1.0,0,2,0,3883,26.14749943,91.72800489
3,2016-12-14 07:55:00,197,1.0,0,2,0,485,26.14004753,91.73097233
6,2016-12-14 08:03:00,256,1.0,0,1,0,690,26.13795775,91.74099445
1,2016-12-14 08:03:00,267,1.0,0,2,0,1200,26.14001386,91.73099967
4,2016-12-14 08:03:00,651,0.7,0,2,0,1920,26.15050395,91.73353109
8,2016-12-14 08:03:00,732,0.5,0,2,0,2009,26.14747299,91.72804914
2,2016-12-14 08:03:00,287,1.5,1,3,0,687,20.0000347,78.00000286
9,2016-12-14 08:03:00,287,1.0,0,2,0,2803,26.14754061,91.72797041
13,2016-12-14 08:03:00,563,0.5,0,2,0,3103,26.14749998,91.72797778
11,2016-12-14 08:03:00,1441,0.7,0,3,0,3883,26.14749943,91.72800489
12,2016-12-14 08:03:00,661,0.7,0,2,0,2937,26.14749053,91.72799688
7,2016-12-14 08:03:00,445,1.0,0,2,0,1322,26.14754886,91.72799519
10,2016-12-14 08:03:00,208,0.5,1,1,0,387,26.14449459,91.73620513
5,2016-12-14 08:03:00,177,1.0,0,2,0,470,26.14901995,91.7395035
0,2016-12-14 08:03:00,14,1.0,1,1,0,577,26.14453614,91.73617216
5,2016-12-14 08:43:00,256,0.7,0,2,0,470,26.14901995,91.7395035
4,2016-12-14 08:43:00,868,0.7,1,3,0,1920,26.15050395,91.73353109
12,2016-12-14 08:43:00,835,1.0,0,2,0,2937,26.14749053,91.72799688
1,2016-12-14 08:43:00,400,1.0,0,1,0,1200,26.14001386,91.73099967
7,2016-12-14 08:43:00,493,1.0,0,2,0,1322,26.14754886,91.72799519
0,2016-12-14 08:43:00,18,1.0,0,1,0,577,26.14453614,91.73617216
2,2016-12-14 08:43:00,337,0.7,0,2,0,687,20.0000347,78.00000286
10,2016-12-14 08:43:00,243,0.7,0,2,0,387,26.14449459,91.73620513
11,2016-12-14 08:43:00,1991,1.0,0,2,0,3883,26.14749943,91.72800489
9,2016-12-14 08:43:00,392,1.0,0,1,0,2803,26.14754061,91.72797041
13,2016-12-14 08:43:00,691,0.7,0,3,0,3103,26.14749998,91.72797778
8,2016-12-14 08:43:00,830,1.0,1,2,0,2009,26.14747299,91.72804914
3,2016-12-14 08:43:00,205,0.7,0,3,0,485,26.14004753,91.73097233
6,2016-12-14 08:43:00,387,1.5,0,2,0,690,26.13795775,91.74099445
11,2016-12-14 09:03:00,2289,0.7,0,3,0,3883,26.14749943,91.72800489
9,2016-12-14 09:03:00,440,1.5,0,3,0,2803,26.14754061,91.72797041
5,2016-12-14 09:03:00,320,1.0,0,2,0,470,26.14901995,91.7395035
1,2016-12-14 09:03:00,481,1.0,1,3,0,1200,26.14001386,91.73099967
12,2016-12-14 09:03:00,976,1.0,0,2,0,2937,26.14749053,91.72799688
3,2016-12-14 09:03:00,212,1.0,1,2,0,485,26.14004753,91.73097233
7,2016-12-14 09:03:00,531,1.5,0,2,0,1322,26.14754886,91.72799519
0,2016-12-14 09:03:00,22,1.0,0,1,0,577,26.14453614,91.73617216
2,2016-12-14 09:03:00,371,0.7,0,2,0,687,20.0000347,78.00000286
13,2016-12-14 09:03:00,754,1.5,0,3,0,3103,26.14749998,91.72797778
8,2016-12-14 09:03:00,902,0.7,0,3,0,2009,26.14747299,91.72804914
4,2016-12-14 09:03:00,1000,1.0,0,3,0,1920,26.15050395,91.73353109
6,2016-12-14 09:03:00,495,1.0,0,2,0,690,26.13795775,91.74099445
10,2016-12-14 09:03:00,269,1.0,1,3,0,387,26.14449459,91.73620513
2,2016-12-14 09:29:00,411,0.7,0,3,0,687,20.0000347,78.00000286
13,2016-12-14 09:29:00,822,0.7,0,3,0,3103,26.14749998,91.72797778
4,2016-12-14 09:29:00,1140,1.0,0,3,0,1920,26.15050395,91.73353109
7,2016-12-14 09:29:00,581,1.0,0,3,0,1322,26.14754886,91.72799519
3,2016-12-14 09:29:00,217,0.5,0,2,0,485,26.14004753,91.73097233
6,2016-12-14 09:29:00,567,1.0,0,2,0,690,26.13795775,91.74099445
10,2016-12-14 09:29:00,308,1.5,1,3,0,387,26.14449459,91.73620513
1,2016-12-14 09:29:00,580,1.0,0,2,0,1200,26.14001386,91.73099967
9,2016-12-14 09:29:00,502,0.7,0,3,0,2803,26.14754061,91.72797041
11,2016-12-14 09:29:00,2636,1.0,0,3,0,3883,26.14749943,91.72800489
8,2016-12-14 09:29:00,992,1.5,1,4,0,2009,26.14747299,91.72804914
0,2016-12-14 09:29:00,42,0.7,0,1,0,577,26.14453614,91.73617216
12,2016-12-14 09:29:00,1092,0.7,0,3,0,2937,26.14749053,91.72799688
5,2016-12-14 09:29:00,376,1.0,0,3,0,470,26.14901995,91.7395035
7,2016-12-14 10:02:00,669,1.0,0,4,0,1322,26.14754886,91.72799519
12,2016-12-14 10:02:00,1224,1.0,0,4,0,2937,26.14749053,91.72799688
3,2016-12-14 10:02:00,237,1.5,0,3,0,485,26.14004753,91.73097233
8,2016-12-14 10:02:00,1148,1.0,0,4,0,2009,26.14747299,91.72804914
6,2016-12-14 10:02:00,625,1.5,0,4,0,690,26.13795775,91.74099445
9,2016-12-14 10:02:00,577,0.5,0,4,0,2803,26.14754061,91.72797041
0,2016-12-14 10:02:00,80,1.0,0,3,0,577,26.14453614,91.73617216
11,2016-12-14 10:02:00,3027,1.0,0,5,0,3883,26.14749943,91.72800489
4,2016-12-14 10:02:00,1318,1.0,0,4,0,1920,26.15050395,91.73353109
13,2016-12-14 10:02:00,931,0.7,1,5,0,3103,26.14749998,91.72797778
2,2016-12-14 10:02:00,479,0.7,0,3,0,687,20.0000347,78.00000286
1,2016-12-14 10:02:00,702,0.5,0,4,0,1200,26.14001386,91.73099967
5,2016-12-14 10:02:00,408,0.7,1,4,0,470,26.14901995,91.7395035
10,2016-12-14 10:02:00,362,1.0,0,4,0,387,26.14449459,91.73620513
13,2016-12-14 10:30:00,1007,1.5,1,5,0,3103,26.14749998,91.72797778
2,2016-12-14 10:30:00,526,1.0,1,4,0,687,20.0000347,78.00000286
6,2016-12-14 10:30:00,644,0.5,1,4,0,690,26.13795775,91.74099445
3,2016-12-14 10:30:00,248,1.0,1,4,0,485,26.14004753,91.73097233
8,2016-12-14 10:30:00,1253,1.0,1,5,0,2009,26.14747299,91.72804914
5,2016-12-14 10:30:00,435,1.0,1,4,0,470,26.14901995,91.7395035
12,2016-12-14 10:30:00,1282,1.0,1,5,0,2937,26.14749053,91.72799688
7,2016-12-14 10:30:00,727,1.0,1,4,0,1322,26.14754886,91.72799519
0,2016-12-14 10:30:00,103,1.0,1,3,0,577,26.14453614,91.73617216
9,2016-12-14 10:30:00,623,1.5,1,4,0,2803,26.14754061,91.72797041
1,2016-12-14 10:30:00,770,1.0,1,4,0,1200,26.14001386,91.73099967
11,2016-12-14 10:30:00,3233,0.7,1,5,0,3883,26.14749943,91.72800489
4,2016-12-14 10:30:00,1418,1.0,1,4,0,1920,26.15050395,91.73353109
8,2016-12-14 11:30:00,1350,1.0,1,6,0,2009,26.14747299,91.72804914
1,2016-12-14 11:30:00,835,1.0,1,6,0,1200,26.14001386,91.73099967
4,2016-12-14 11:30:00,1495,1.0,1,7,0,1920,26.15050395,91.73353109
11,2016-12-14 11:30:00,3359,1.0,1,7,0,3883,26.14749943,91.72800489
2,2016-12-14 11:30:00,587,0.7,1,5,0,687,20.0000347,78.00000286
6,2016-12-14 11:30:00,643,1.5,1,6,0,690,26.13795775,91.74099445
9,2016-12-14 11:30:00,638,1.0,1,6,0,2803,26.14754061,91.72797041
13,2016-12-14 11:30:00,1089,0.7,1,6,0,3103,26.14749998,91.72797778
5,2016-12-14 11:30:00,469,1.5,1,5,0,470,26.14901995,91.7395035
0,2016-12-14 11:30:00,149,1.0,1,4,0,577,26.14453614,91.73617216
12,2016-12-14 11:30:00,1293,1.0,1,6,0,2937,26.14749053,91.72799688
3,2016-12-14 11:30:00,257,0.5,2,7,0,485,26.14004753,91.73097233
7,2016-12-14 11:30:00,763,1.0,1,6,0,1322,26.14754886,91.72799519
0,2016-12-14 12:02:00,170,1.0,2,7,0,577,26.14453614,91.73617216
9,2016-12-14 12:02:00,643,1.0,2,9,0,2803,26.14754061,91.72797041
2,2016-12-14 12:02:00,598,1.0,2,9,0,687,20.0000347,78.00000286
6,2016-12-14 12:02:00,617,0.7,2,9,0,690,26.13795775,91.74099445
7,2016-12-14 12:02:00,782,1.0,2,9,0,1322,26.14754886,91.72799519
4,2016-12-14 12:02:00,1515,0.7,2,9,0,1920,26.15050395,91.73353109
5,2016-12-14 12:02:00,438,0.7,2,8,0,470,26.14901995,91.7395035
3,2016-12-14 12:02:00,267,1.5,2,7,0,485,26.14004753,91.73097233
12,2016-12-14 12:02:00,1281,0.7,2,9,0,2937,26.14749053,91.72799688
1,2016-12-14 12:02:00,855,1.0,2,9,0,1200,26.14001386,91.73099967
13,2016-12-14 12:02:00,1111,1.0,2,10,0,3103,26.14749998,91.72797778
11,2016-12-14 12:02:00,3364,1.0,2,11,0,3883,26.14749943,91.72800489
8,2016-12-14 12:02:00,1380,1.0,2,9,0,2009,26.14747299,91.72804914
8,2016-12-14 12:30:00,1426,0.5,2,10,0,2009,26.14747299,91.72804914
3,2016-12-14 12:30:00,262,0.7,2,7,0,485,26.14004753,91.73097233
5,2016-12-14 12:30:00,440,1.5,2,8,0,470,26.14901995,91.7395035
0,2016-12-14 12:30:00,177,1.0,2,7,0,577,26.14453614,91.73617216
9,2016-12-14 12:30:00,635,0.7,2,9,0,2803,26.14754061,91.72797041
7,2016-12-14 12:30:00,790,1.0,1,6,0,1322,26.14754886,91.72799519
1,2016-12-14 12:30:00,861,1.0,2,9,0,1200,26.14001386,91.73099967
4,2016-12-14 12:30:00,1515,0.7,2,10,0,1920,26.15050395,91.73353109
6,2016-12-14 12:30:00,622,1.0,2,8,0,690,26.13795775,91.74099445
2,2016-12-14 12:30:00,636,1.0,2,9,0,687,20.0000347,78.00000286
13,2016-12-14 12:30:00,1138,1.0,2,9,0,3103,26.14749998,91.72797778
11,2016-12-14 12:30:00,3381,0.5,2,11,0,3883,26.14749943,91.72800489
12,2016-12-14 12:30:00,1279,1.0,2,9,0,2937,26.14749053,91.72799688
7,2016-12-14 13:03:00,807,1.5,2,8,0,1322,26.14754886,91.72799519
5,2016-12-14 13:03:00,442,0.7,2,7,0,470,26.14901995,91.7395035
9,2016-12-14 13:03:00,636,1.0,2,8,0,2803,26.14754061,91.72797041
4,2016-12-14 13:03:00,1503,1.0,2,9,0,1920,26.15050395,91.73353109
6,2016-12-14 13:03:00,626,1.0,2,8,0,690,26.13795775,91.74099445
0,2016-12-14 13:03:00,200,1.5,2,6,0,577,26.14453614,91.73617216
12,2016-12-14 13:03:00,1290,1.0,2,8,0,2937,26.14749053,91.72799688
3,2016-12-14 13:03:00,267,0.7,1,5,0,485,26.14004753,91.73097233
11,2016-12-14 13:03:00,3378,1.0,2,10,0,3883,26.14749943,91.72800489
13,2016-12-14 13:03:00,1171,0.7,2,8,0,3103,26.14749998,91.72797778
8,2016-12-14 13:03:00,1472,1.0,2,9,0,2009,26.14747299,91.72804914
2,2016-12-14 13:03:00,665,1.0,2,9,0,687,20.0000347,78.00000286
1,2016-12-14 13:03:00,855,1.0,2,8,0,1200,26.14001386,91.73099967
3,2016-12-14 13:29:00,273,1.0,2,7,0,485,26.14004753,91.73097233
0,2016-12-14 13:29:00,206,1.0,2,7,0,577,26.14453614,91.73617216
8,2016-12-14 13:29:00,1493,1.0,2,8,0,2009,26.14747299,91.72804914
4,2016-12-14 13:29:00,1496,1.5,2,10,0,1920,26.15050395,91.73353109
9,2016-12-14 13:29:00,632,1.0,2,8,0,2803,26.14754061,91.72797041
11,2016-12-14 13:29:00,3361,1.0,2,11,0,3883,26.14749943,91.72800489
6,2016-12-14 13:29:00,625,1.5,2,8,0,690,26.13795775,91.74099445
12,2016-12-14 13:29:00,1293,1.0,2,9,0,2937,26.14749053,91.72799688
13,2016-12-14 13:29:00,1191,1.0,2,9,0,3103,26.14749998,91.72797778
2,2016-12-14 13:29:00,681,1.0,2,8,0,687,20.0000347,78.00000286
7,2016-12-14 13:29:00,812,1.0,2,8,0,1322,26.14754886,91.72799519
1,2016-12-14 13:29:00,850,1.0,2,8,0,1200,26.14001386,91.73099967
5,2016-12-14 13:29:00,444,1.0,2,7,0,470,26.14901995,91.7395035
3,2016-12-14 14:03:00,302,0.7,1,4,0,485,26.14004753,91.73097233
2,2016-12-14 14:03:00,685,1.0,1,5,0,687,20.0000347,78.00000286
6,2016-12-14 14:03:00,634,1.0,1,4,0,690,26.13795775,91.74099445
9,2016-12-14 14:03:00,631,1.0,1,5,0,2803,26.14754061,91.72797041
4,2016-12-14 14:03:00,1491,1.0,1,4,0,1920,26.15050395,91.73353109
5,2016-12-14 14:03:00,450,1.0,1,4,0,470,26.14901995,91.7395035
11,2016-12-14 14:03:00,3332,1.0,1,5,0,3883,26.14749943,91.72800489
1,2016-12-14 14:03:00,855,0.7,1,4,0,1200,26.14001386,91.73099967
0,2016-12-14 14:03:00,198,1.0,1,3,0,577,26.14453614,91.73617216
8,2016-12-14 14:03:00,1530,1.0,1,5,0,2009,26.14747299,91.72804914
13,2016-12-14 14:03:00,1216,1.0,1,4,0,3103,26.14749998,91.72797778
7,2016-12-14 14:03:00,845,1.0,1,4,0,1322,26.14754886,91.72799519
12,2016-12-14 14:03:00,1338,0.7,1,5,0,2937,26.14749053,91.72799688
6,2016-12-14 14:30:00,616,0.5,1,4,0,690,26.13795775,91.74099445
3,2016-12-14 14:30:00,305,0.7,1,3,0,485,26.14004753,91.73097233
4,2016-12-14 14:30:00,1473,0.7,1,5,0,1920,26.15050395,91.73353109
13,2016-12-14 14:30:00,1207,1.0,1,5,0,3103,26.14749998,91.72797778
12,2016-12-14 14:30:00,1315,1.0,1,5,0,2937,26.14749053,91.72799688
7,2016-12-14 14:30:00,828,1.0,1,5,0,1322,26.14754886,91.72799519
9,2016-12-14 14:30:00,618,1.0,1,4,0,2803,26.14754061,91.72797041
5,2016-12-14 14:30:00,437,1.0,1,4,0,470,26.14901995,91.7395035
8,2016-12-14 14:30:00,1506,1.0,1,5,0,2009,26.14747299,91.72804914
0,2016-12-14 14:30:00,173,1.0,1,4,0,577,26.14453614,91.73617216
1,2016-12-14 14:30:00,846,0.7,1,5,0,1200,26.14001386,91.73099967
2,2016-12-14 14:30:00,678,0.7,1,4,0,687,20.0000347,78.00000286
11,2016-12-14 14:30:00,3276,1.0,1,6,0,3883,26.14749943,91.72800489
2,2016-12-14 14:56:00,652,0.7,2,6,0,687,20.0000347,78.00000286
12,2016-12-14 14:56:00,1297,1.0,1,4,0,2937,26.14749053,91.72799688
13,2016-12-14 14:56:00,1166,1.0,1,4,0,3103,26.14749998,91.72797778
6,2016-12-14 14:56:00,602,0.5,1,4,0,690,26.13795775,91.74099445
9,2016-12-14 14:56:00,605,1.0,1,4,0,2803,26.14754061,91.72797041
7,2016-12-14 14:56:00,816,1.0,1,4,0,1322,26.14754886,91.72799519
1,2016-12-14 14:56:00,814,1.0,1,4,0,1200,26.14001386,91.73099967
0,2016-12-14 14:56:00,161,1.0,1,3,0,577,26.14453614,91.73617216
8,2016-12-14 14:56:00,1468,1.0,1,5,0,2009,26.14747299,91.72804914
3,2016-12-14 14:56:00,303,0.5,2,5,0,485,26.14004753,91.73097233
4,2016-12-14 14:56:00,1440,1.0,1,5,0,1920,26.15050395,91.73353109
5,2016-12-14 14:56:00,427,1.0,1,4,0,470,26.14901995,91.7395035
11,2016-12-14 14:56:00,3175,1.0,1,6,0,3883,26.14749943,91.72800489
5,2016-12-14 15:30:00,414,1.0,0,2,0,470,26.14901995,91.7395035
0,2016-12-14 15:30:00,142,1.0,0,3,0,577,26.14453614,91.73617216
12,2016-12-14 15:30:00,1260,1.5,0,3,0,2937,26.14749053,91.72799688
2,2016-12-14 15:30:00,630,1.0,0,3,0,687,20.0000347,78.00000286
6,2016-12-14 15:30:00,584,0.7,1,3,0,690,26.13795775,91.74099445
8,2016-12-14 15:30:00,1411,1.0,1,4,0,2009,26.14747299,91.72804914
11,2016-12-14 15:30:00,3034,0.7,0,3,0,3883,26.14749943,91.72800489
4,2016-12-14 15:30:00,1371,1.5,0,3,0,1920,26.15050395,91.73353109
13,2016-12-14 15:30:00,1108,0.7,0,3,0,3103,26.14749998,91.72797778
3,2016-12-14 15:30:00,285,1.0,0,2,0,485,26.14004753,91.73097233
7,2016-12-14 15:30:00,781,1.5,0,3,0,1322,26.14754886,91.72799519
9,2016-12-14 15:30:00,584,1.0,0,2,0,2803,26.14754061,91.72797041
1,2016-12-14 15:30:00,768,1.0,0,2,0,1200,26.14001386,91.73099967
10,2016-12-14 15:56:00,385,1.0,0,3,0,387,26.14449459,91.73620513
1,2016-12-14 15:56:00,748,1.0,0,3,0,1200,26.14001386,91.73099967
11,2016-12-14 15:56:00,2881,1.0,1,4,0,3883,26.14749943,91.72800489
7,2016-12-14 15:56:00,762,0.5,0,3,0,1322,26.14754886,91.72799519
12,2016-12-14 15:56:00,1229,0.7,0,3,0,2937,26.14749053,91.72799688
6,2016-12-14 15:56:00,559,1.0,1,3,0,690,26.13795775,91.74099445
13,2016-12-14 15:56:00,1060,1.0,0,3,0,3103,26.14749998,91.72797778
0,2016-12-14 15:56:00,145,0.5,0,2,0,577,26.14453614,91.73617216
5,2016-12-14 15:56:00,398,1.0,0,3,0,470,26.14901995,91.7395035
3,2016-12-14 15:56:00,279,1.0,0,2,0,485,26.14004753,91.73097233
4,2016-12-14 15:56:00,1317,0.5,0,3,0,1920,26.15050395,91.73353109
9,2016-12-14 15:56:00,554,1.0,0,3,0,2803,26.14754061,91.72797041
8,2016-12-14 15:56:00,1374,1.5,0,3,0,2009,26.14747299,91.72804914
2,2016-12-14 15:56:00,612,0.7,0,3,0,687,20.0000347,78.00000286
4,2016-12-14 16:30:00,1163,1.0,0,2,0,1920,26.15050395,91.73353109
1,2016-12-14 16:30:00,683,0.7,0,2,0,1200,26.14001386,91.73099967
2,2016-12-14 16:30:00,579,1.0,0,3,0,687,20.0000347,78.00000286
9,2016-12-14 16:30:00,510,1.0,1,2,0,2803,26.14754061,91.72797041
7,2016-12-14 16:30:00,719,1.0,0,2,0,1322,26.14754886,91.72799519
3,2016-12-14 16:30:00,264,1.0,1,3,0,485,26.14004753,91.73097233
12,2016-12-14 16:30:00,1142,0.5,0,3,0,2937,26.14749053,91.72799688
8,2016-12-14 16:30:00,1298,1.5,0,3,0,2009,26.14747299,91.72804914
13,2016-12-14 16:30:00,981,1.0,0,2,0,3103,26.14749998,91.72797778
11,2016-12-14 16:30:00,2592,0.7,0,3,0,3883,26.14749943,91.72800489
6,2016-12-14 16:30:00,506,1.0,0,2,0,690,26.13795775,91.74099445
10,2016-12-14 16:30:00,372,1.0,0,2,0,387,26.14449459,91.73620513
0,2016-12-14 16:30:00,134,1.0,0,2,0,577,26.14453614,91.73617216
5,2016-12-14 16:30:00,361,1.0,0,2,0,470,26.14901995,91.7395035
3,2016-12-15 07:43:00,204,1.0,0,2,0,485,26.14004753,91.73097233
1,2016-12-15 07:49:00,225,1.0,0,2,0,1200,26.14001386,91.73099967
9,2016-12-15 07:57:00,220,0.7,0,1,0,2803,26.14754061,91.72797041
10,2016-12-15 07:57:00,151,1.5,1,2,0,387,26.14449459,91.73620513
13,2016-12-15 07:57:00,608,1.0,0,2,0,3103,26.14749998,91.72797778
7,2016-12-15 07:57:00,388,1.0,1,2,0,1322,26.14754886,91.72799519
11,2016-12-15 07:57:00,1383,1.5,0,2,0,3883,26.14749943,91.72800489
12,2016-12-15 07:57:00,530,1.0,0,2,0,2937,26.14749053,91.72799688
5,2016-12-15 07:57:00,127,1.0,0,2,0,470,26.14901995,91.7395035
0,2016-12-15 07:57:00,14,1.0,0,1,0,577,26.14453614,91.73617216
8,2016-12-15 07:57:00,721,1.0,0,2,0,2009,26.14747299,91.72804914
4,2016-12-15 07:57:00,588,1.0,0,2,0,1920,26.15050395,91.73353109
2,2016-12-15 07:57:00,333,1.5,0,2,0,687,20.0000347,78.00000286
6,2016-12-15 07:57:00,173,1.0,0,2,0,690,26.13795775,91.74099445
0,2016-12-15 08:30:00,19,1.0,0,1,0,577,26.14453614,91.73617216
11,2016-12-15 08:30:00,1845,1.0,0,2,0,3883,26.14749943,91.72800489
12,2016-12-15 08:30:00,675,1.5,0,2,0,2937,26.14749053,91.72799688
10,2016-12-15 08:30:00,176,0.5,0,2,0,387,26.14449459,91.73620513
4,2016-12-15 08:30:00,783,1.0,0,2,0,1920,26.15050395,91.73353109
7,2016-12-15 08:30:00,438,0.7,0,2,0,1322,26.14754886,91.72799519
9,2016-12-15 08:30:00,302,1.0,1,3,0,2803,26.14754061,91.72797041
3,2016-12-15 08:30:00,220,1.5,0,3,0,485,26.14004753,91.73097233
13,2016-12-15 08:30:00,717,1.0,0,3,0,3103,26.14749998,91.72797778
8,2016-12-15 08:30:00,809,1.0,1,3,0,2009,26.14747299,91.72804914
5,2016-12-15 08:30:00,196,1.0,0,2,0,470,26.14901995,91.7395035
2,2016-12-15 08:30:00,371,1.0,0,2,0,687,20.0000347,78.00000286
6,2016-12-15 08:30:00,279,1.0,0,2,0,690,26.13795775,91.74099445
1,2016-12-15 08:30:00,360,1.5,0,2,0,1200,26.14001386,91.73099967
9,2016-12-15 09:03:00,378,0.7,0,2,0,2803,26.14754061,91.72797041
11,2016-12-15 09:03:00,2290,1.0,0,3,0,3883,26.14749943,91.72800489
1,2016-12-15 09:03:00,479,0.7,0,2,0,1200,26.14001386,91.73099967
12,2016-12-15 09:03:00,858,1.0,1,3,0,2937,26.14749053,91.72799688
5,2016-12-15 09:03:00,290,1.0,0,2,0,470,26.14901995,91.7395035
2,2016-12-15 09:03:00,406,1.0,1,3,0,687,20.0000347,78.00000286
0,2016-12-15 09:03:00,31,0.5,0,1,0,577,26.14453614,91.73617216
10,2016-12-15 09:03:00,207,0.5,0,2,0,387,26.14449459,91.73620513
6,2016-12-15 09:03:00,423,1.0,0,2,0,690,26.13795775,91.74099445
4,2016-12-15 09:03:00,960,1.0,0,2,0,1920,26.15050395,91.73353109
7,2016-12-15 09:03:00,480,0.7,0,2,0,1322,26.14754886,91.72799519
8,2016-12-15 09:03:00,886,1.0,0,3,0,2009,26.14747299,91.72804914
13,2016-12-15 09:03:00,805,1.5,0,2,0,3103,26.14749998,91.72797778
3,2016-12-15 09:03:00,228,1.0,0,2,0,485,26.14004753,91.73097233
9,2016-12-15 09:30:00,430,1.0,0,2,0,2803,26.14754061,91.72797041
5,2016-12-15 09:30:00,318,1.0,0,2,0,470,26.14901995,91.7395035
1,2016-12-15 09:30:00,603,1.0,0,2,0,1200,26.14001386,91.73099967
13,2016-12-15 09:30:00,867,0.7,0,3,0,3103,26.14749998,91.72797778
